time_s,leg,event,phase,planned_support,normal_force_N
0.006,FR,touchdown,stand,True,46.77786371140439
0.006,RL,touchdown,stand,True,52.15307365537252
0.006,RR,touchdown,stand,True,43.991311072036
0.008,FL,touchdown,stand,True,49.55954200165401
9.179999999999735,FL,liftoff,unload,True,0.0
21.601999999998906,FL,touchdown,lower,False,1.5257505281690666
52.43000000001811,FR,liftoff,next_unload,True,0.0
52.432000000018114,FR,touchdown,next_unload,True,0.9193883120284885
52.450000000018136,FR,liftoff,next_unload,True,0.0
52.45200000001814,FR,touchdown,next_unload,True,0.9104419914839891
52.47200000001816,FR,liftoff,next_unload,True,0.0
52.474000000018165,FR,touchdown,next_unload,True,0.8949167270542723
52.49200000001819,FR,liftoff,next_unload,True,0.0
52.49400000001819,FR,touchdown,next_unload,True,0.8875497306581054
52.51000000001821,FR,liftoff,next_unload,True,0.0
52.51200000001821,FR,touchdown,next_unload,True,0.8878424947969914
52.52800000001823,FR,liftoff,next_unload,True,0.0
52.530000000018234,FR,touchdown,next_unload,True,0.8653350350573975
52.54600000001825,FR,liftoff,next_unload,True,0.0
52.548000000018256,FR,touchdown,next_unload,True,0.8569548997894108
52.56200000001827,FR,liftoff,next_unload,True,0.0
52.564000000018275,FR,touchdown,next_unload,True,0.8565251194372887
52.57800000001829,FR,liftoff,next_unload,True,0.0
52.580000000018295,FR,touchdown,next_unload,True,0.8516179552225837
52.596000000018314,FR,liftoff,next_unload,True,0.0
52.59800000001832,FR,touchdown,next_unload,True,0.847555491306037
52.612000000018334,FR,liftoff,next_unload,True,0.0
52.614000000018336,FR,touchdown,next_unload,True,0.8485005059613479
52.62800000001835,FR,liftoff,next_unload,True,0.0
52.630000000018356,FR,touchdown,next_unload,True,0.8434241511439453
52.646000000018375,FR,liftoff,next_unload,True,0.0
52.64800000001838,FR,touchdown,next_unload,True,0.8399080264687419
52.662000000018395,FR,liftoff,next_unload,True,0.0
52.6640000000184,FR,touchdown,next_unload,True,0.8393299054404058
52.68000000001842,FR,liftoff,next_unload,True,0.0
52.68200000001842,FR,touchdown,next_unload,True,0.8323536293109071
52.69800000001844,FR,liftoff,next_unload,True,0.0
52.70000000001844,FR,touchdown,next_unload,True,0.8221467114980642
52.71600000001846,FR,liftoff,next_unload,True,0.0
52.71800000001846,FR,touchdown,next_unload,True,0.8153723743689101
52.736000000018485,FR,liftoff,next_unload,True,0.0
52.73800000001849,FR,touchdown,next_unload,True,0.8133417812516348
52.75400000001851,FR,liftoff,next_unload,True,0.0
52.75600000001851,FR,touchdown,next_unload,True,0.8053839093159258
52.776000000018534,FR,liftoff,next_unload,True,0.0
52.77800000001854,FR,touchdown,next_unload,True,0.7918440445162485
52.79600000001856,FR,liftoff,next_unload,True,0.0
52.79800000001856,FR,touchdown,next_unload,True,0.7820925945953883
52.82000000001859,FR,liftoff,next_unload,True,0.0
52.82200000001859,FR,touchdown,next_unload,True,0.7677563916235595
52.84400000001862,FR,liftoff,next_unload,True,0.0
52.84600000001862,FR,touchdown,next_unload,True,0.7563053562591452
52.87200000001865,FR,liftoff,next_unload,True,0.0
52.874000000018654,FR,touchdown,next_unload,True,0.7417097939265992
52.90200000001869,FR,liftoff,next_unload,True,0.0
52.90400000001869,FR,touchdown,next_unload,True,0.7278130768775104
52.93600000001873,FR,liftoff,next_unload,True,0.0
52.93800000001873,FR,touchdown,next_unload,True,0.7129481578154138
52.980000000018784,FR,liftoff,next_unload,True,0.0
52.982000000018786,FR,touchdown,next_unload,True,0.6939538149091768
53.04200000001886,FR,liftoff,next_lift,False,0.0
53.04400000001886,FR,touchdown,next_lift,False,0.6734246483869423
53.2380000000191,FR,liftoff,next_lift,False,0.0
53.2400000000191,FR,touchdown,next_lift,False,0.5460731423816152
53.29000000001916,FR,liftoff,next_lift,False,0.0
53.292000000019165,FR,touchdown,next_lift,False,0.4783080639106421
53.31200000001919,FR,liftoff,next_lift,False,0.0
53.31400000001919,FR,touchdown,next_lift,False,0.4467846562049273
53.33000000001921,FR,liftoff,next_lift,False,0.0
53.332000000019214,FR,touchdown,next_lift,False,0.4165622367044642
53.342000000019226,FR,liftoff,next_lift,False,0.0
53.34400000001923,FR,touchdown,next_lift,False,0.39726459334002157
53.35400000001924,FR,liftoff,next_lift,False,0.0
53.35600000001924,FR,touchdown,next_lift,False,0.3740309311386539
53.36000000001925,FR,liftoff,next_lift,False,0.0
53.36200000001925,FR,touchdown,next_lift,False,0.36692206208456063
53.37200000001926,FR,liftoff,next_lift,False,0.0
53.37600000001927,FR,touchdown,next_lift,False,0.3445274439289818
53.38600000001928,FR,liftoff,next_lift,False,0.0
53.390000000019285,FR,touchdown,next_lift,False,0.31243651571154146
53.39600000001929,FR,liftoff,next_lift,False,0.0
53.4000000000193,FR,touchdown,next_lift,False,0.2904252289157033
53.406000000019304,FR,liftoff,next_lift,False,0.0
53.41200000001931,FR,touchdown,next_lift,False,0.26386351123675744
53.41800000001932,FR,liftoff,next_lift,False,0.0
53.42600000001933,FR,touchdown,next_lift,False,0.23316106429594616
53.430000000019334,FR,liftoff,next_lift,False,0.0
53.440000000019346,FR,touchdown,next_lift,False,0.19965322774411726
53.44200000001935,FR,liftoff,next_lift,False,0.0
